gbifID,countryCode,locality,individualCount,decimalLatitude,decimalLongitude,depth,day,month,year
2864378497,US,"Gulf of Mexico, Florida, Pipeline ~40mi W/SW of Hurricane Pass (depth = 110-120 ft)",,27.835,-83.546,,6.0,9.0,2014.0
2864378496,US,"Gulf of Mexico, Florida, Pipeline ~40mi W/SW of Hurricane Pass (depth = 110-120 ft)",,27.835,-83.546,,6.0,9.0,2014.0
2864378495,US,"Gulf of Mexico, Florida, site 171302-141",,28.802,-85.086,,24.0,6.0,2013.0
2864378494,US,"Gulf of Mexico, Florida, Pipeline ~40mi W/SW of Hurricane Pass (depth = 110-120 ft)",,27.835,-83.546,,6.0,9.0,2014.0
2864378493,US,"Gulf of Mexico, Florida, Pipeline ~40mi W/SW of Hurricane Pass (depth = 110-120 ft)",,27.835,-83.546,,6.0,9.0,2014.0
2864378492,US,"Gulf of Mexico, Florida, site 171302-102",,25.369,-82.722,,20.0,6.0,2013.0
2864378491,US,"Gulf of Mexico, Florida, site 171302-101",,25.279,-82.323,,20.0,6.0,2013.0
2864378490,US,"Gulf of Mexico, Alabama, Trysler Grounds",,29.95,-87.83,,6.0,7.0,2014.0
2864378489,US,"Gulf of Mexico, Florida, Pipeline ~40mi W/SW of Hurricane Pass (depth = 110-120 ft)",,27.835,-83.546,,6.0,9.0,2014.0
2864378488,US,"Gulf of Mexico, Florida, Chevron",,30.0707,-87.0353,,26.0,1.0,2014.0
2864378487,US,"Gulf of Mexico, Florida, Ledge",,26.79,-82.47,,1.0,2.0,2014.0
2864378486,US,"Gulf of Mexico, Florida, DISL Pyramid",,30.2,-87.2,,26.0,1.0,2014.0
2864378485,US,"Gulf of Mexico, Florida, Reel Barge",,29.95,-87.56,,28.0,4.0,2014.0
2864378484,US,"Gulf of Mexico, Florida, Chevron",,30.0707,-87.0353,,26.0,1.0,2014.0
2864378483,US,"Gulf of Mexico, Florida, Pipeline",,28.08,-84.36,,10.0,5.0,2014.0
2864378482,US,"Gulf of Mexico, Texas, site HI-A-447",,28.3639,-94.1564,,13.0,8.0,2014.0
2864378481,US,"Gulf of Mexico, Florida, Liberty Ship",,30.30642,-86.60348,,27.0,3.0,2012.0
2864378480,US,"Gulf of Mexico, Florida, Penhall I",,30.092,-87.1916,,8.0,6.0,2013.0
2864378479,US,"Gulf of Mexico, Florida, Penhall Reef",,30.09205,-87.1916,,30.0,6.0,2012.0
2864378478,US,"Gulf of Mexico, Florida, DISL Pyramid",,30.2,-87.2,,26.0,1.0,2014.0
2864378477,US,"Gulf of Mexico, Florida, Pipeline",,28.08,-84.36,,10.0,5.0,2014.0
2864378476,US,"Gulf of Mexico, Florida, Ledge",,26.502,-83.063,,17.0,8.0,2013.0
2864378475,US,"Gulf of Mexico, Florida, PBR Ledge",,27.27,-83.09,,12.0,4.0,2014.0
2864378474,US,"Gulf of Mexico, Florida, Middle Grounds",,28.405,-84.304,,15.0,6.0,2013.0
2864378473,US,"Gulf of Mexico, Florida, Cracks",,27.1965,-83.2204,,15.0,6.0,2013.0
2864378472,US,"Gulf of Mexico, Florida, White Hill",,30.32457,-86.58477,,1.0,8.0,2012.0
2864378471,US,"Gulf of Mexico, Florida, White Hill",,30.32457,-86.58477,,14.0,7.0,2012.0
2864378470,US,"Gulf of Mexico, Florida, Pelagics: 134",,26.15595,-83.40205,,14.0,11.0,2012.0
2864378469,US,"Gulf of Mexico, Florida, site 7620131306-104",,28.551,-84.94,,18.0,11.0,2013.0
2864378468,US,"Gulf of Mexico, Florida, Pelagics: 137",,25.03792,-83.67546,,15.0,11.0,2012.0
2864378467,US,"Gulf of Mexico, Florida, Pyramid",,29.95,-87.44,,3.0,5.0,2014.0
2864378466,US,"Gulf of Mexico, Florida, Pelagics: 112",,29.06188,-85.45284,,10.0,11.0,2012.0
2864378465,US,"Gulf of Mexico, Florida, Ledge",,27.4,-83.3,,10.0,5.0,2014.0
2864378464,US,"Gulf of Mexico, Florida, Terreverde, 35 mi W",,28.13,-83.41,,16.0,8.0,2014.0
2864378463,US,"Gulf of Mexico, Florida, Unknown Ledge",,30.157,-86.71392,,11.0,9.0,2012.0
2864378462,US,"Gulf of Mexico, Florida, White Hill",,30.32457,-86.58477,,14.0,7.0,2012.0
2864378461,US,"Gulf of Mexico, Florida, Sarasota, 28 mi offshore (depth = 82 ft)",,27.25,-83.03,,31.0,5.0,2014.0
2864378460,US,"Gulf of Mexico, Alabama, Pyramid",,29.8313,-87.7714,,20.0,5.0,2013.0
2864378459,US,"Gulf of Mexico, Florida, Timber Holes",,30.158,-86.939,,25.0,2.0,2014.0
2864378458,US,"Gulf of Mexico, Alabama, Private Pyramid",,29.8,-88.3,,3.0,6.0,2013.0
2864378457,US,"Gulf of Mexico, Florida, site 040308-252",,26.16,-83.109,,15.0,7.0,2014.0
2864378456,US,"Gulf of Mexico, Texas, Texas Clipper",,28.268,-94.492,,16.0,6.0,2013.0
2864378455,US,"Gulf of Mexico, Mississippi, site VK-251",,29.746,-88.158,,12.0,12.0,2014.0
2864378454,US,"Gulf of Mexico, Florida, E0403",,26.91617,-83.23217,,13.0,7.0,2012.0
2864378453,US,"Gulf of Mexico, Florida, site 040308-251",,26.819,-83.32,,15.0,7.0,2014.0
2864378452,US,"Gulf of Mexico, Alabama, Trysler Grounds",,29.95,-87.83,,6.0,7.0,2014.0
2864378451,US,"Gulf of Mexico, Florida, Pyramid",,29.95,-87.44,,3.0,5.0,2014.0
2864378450,US,"Gulf of Mexico, Alabama, LuLu",,29.992,-87.551,,15.0,3.0,2014.0
2864378449,US,"Gulf of Mexico, Florida, Chevron",,30.0707,-87.0353,,26.0,1.0,2014.0
2864378448,US,"Gulf of Mexico, Florida, site 040308-245",,28.54,-84.144,,14.0,7.0,2014.0
2864378447,US,"Gulf of Mexico, Florida, site E1002/ST:08",,30.1685,-87.0267,,30.0,6.0,2012.0
2864378446,US,"Gulf of Mexico, Florida, site W0412, ST:137",,26.032,-83.155,,10.0,11.0,2011.0
2864378445,US,"Gulf of Mexico, Florida, Chevron",,30.0707,-87.0353,,26.0,1.0,2014.0
2864378444,US,"Gulf of Mexico, Alabama, Pyramid 05-192",,29.819,-88.02,,12.0,12.0,2014.0
2864378443,US,"Gulf of Mexico, Mississippi, site VK-251",,29.746,-88.158,,12.0,12.0,2014.0
2864378442,US,"Gulf of Mexico, Florida, DISL Pyramid",,30.2,-87.2,,26.0,1.0,2014.0
2864378441,US,"Gulf of Mexico, Mississippi, Rig",,29.76,-88.09,,1.0,10.0,2013.0
2864378440,US,"Gulf of Mexico, Florida, DISL Pyramid",,30.2,-87.2,,26.0,1.0,2014.0
2864378439,US,"Gulf of Mexico, Florida, Phoenix",,30.29813,-86.45632,,26.0,3.0,2012.0
2864378438,US,"Gulf of Mexico, Florida, PBR Ledge",,27.27,-83.09,,12.0,4.0,2014.0
2864378437,US,"Gulf of Mexico, Florida, Homestead",,30.2117,-86.34717,,9.0,5.0,2012.0
2864378436,US,"Gulf of Mexico, Alabama, Pyramid 05-180?",,29.92,-88.12,,10.0,10.0,2013.0
2864378435,US,"Gulf of Mexico, Florida, A-Frame Barge",,30.03,-87.383,,18.0,1.0,2014.0
2864378434,US,"Gulf of Mexico, Florida, Chevron",,30.0707,-87.0353,,26.0,1.0,2014.0
2864378433,US,"Gulf of Mexico, Florida, site 171402-025",,28.92,-84.41,,10.0,6.0,2014.0
2864378432,US,"Gulf of Mexico, Florida, Chevron",,30.0707,-87.0353,,26.0,1.0,2014.0
2864378431,US,"Gulf of Mexico, Florida, DISL Pyramid",,30.2,-87.2,,26.0,1.0,2014.0
2864378430,US,"Gulf of Mexico, Florida, Avocet",,29.97335,-87.2104,,16.0,2.0,2014.0
2864378429,US,"Gulf of Mexico, Florida, DISL Pyramid",,30.2,-87.2,,26.0,1.0,2014.0
2864378428,US,"Gulf of Mexico, Florida, C36: Pyramid",,30.09,-87.11,,18.0,2.0,2014.0
2864378427,US,"Gulf of Mexico, Florida, site 171302-052",,25.984,-83.608,,13.0,6.0,2013.0
2864378426,US,"Gulf of Mexico, Florida, Timber Holes",,30.18,-86.86,,21.0,3.0,2014.0
2864378425,US,"Gulf of Mexico, Florida, site 171302-082",,26.425,-83.2885,,16.0,6.0,2013.0
2864378424,US,"Gulf of Mexico, Florida, Pipeline",,28.08,-84.36,,10.0,5.0,2014.0
2864378423,US,"Gulf of Mexico, Florida, St. Petersburg, 45 mi offshore",,27.67,-83.39,,31.0,5.0,2014.0
2864378422,US,"Gulf of Mexico, Florida, Labor Day",,30.31155,-86.50312,,12.0,4.0,2012.0
2864378421,US,"Gulf of Mexico, Florida, St. Petersburg, 45 mi offshore",,27.67,-83.39,,31.0,5.0,2014.0
2864378420,US,"Gulf of Mexico, Florida, Chevron",,30.0707,-87.0353,,26.0,1.0,2014.0
2864378419,US,"Gulf of Mexico, Florida, Labor Day",,30.31155,-86.50312,,12.0,4.0,2012.0
2864378418,US,"Gulf of Mexico, Florida, site MD-1",,27.157,-82.886,,8.0,2.0,2014.0
2864378417,US,"Gulf of Mexico, Florida, Live Bottom",,25.69,-82.29,,26.0,3.0,2014.0
2864378416,US,"Gulf of Mexico, Florida, Timber Holes",,30.18,-86.86,,21.0,3.0,2014.0
2864378415,US,"Gulf of Mexico, Florida, Englewood Ledge",,26.7,-82.83334,,18.0,8.0,2012.0
2864378414,US,"Gulf of Mexico, Florida, Patch Reef",,27.271,-83.087,,17.0,8.0,2013.0
2864378413,US,"Gulf of Mexico, Florida, Pyramids and live bottom",,30.133,-87.117,,7.0,6.0,2014.0
2864378412,US,"Gulf of Mexico, Florida, Penhall I",,30.092,-87.1916,,8.0,6.0,2013.0
2864378411,US,"Gulf of Mexico, Florida, Penhall II",,30.0833,-87.1833,,8.0,6.0,2013.0
2864378410,US,"Gulf of Mexico, Florida, W/SW of of longboat (depth = 80 ft)",,27.04,-82.83,,31.0,5.0,2014.0
2864378409,US,"Gulf of Mexico, Florida, site 171302-054",,25.843,-83.698,,13.0,6.0,2013.0
2864378408,US,"Gulf of Mexico, Louisiana/Mississippi, Unknown",,29.3455,-88.5508,,5.0,9.0,2012.0
2864378407,US,"Gulf of Mexico, Florida, site 171302-060",,24.6495,-83.4325,,14.0,6.0,2013.0
2864378406,US,"Gulf of Mexico, Florida, Secret Ledge",,30.06909,-86.15499,,14.0,7.0,2012.0
2864378405,US,"Gulf of Mexico, Florida, Secret Ledge",,27.73,-83.22,,15.0,6.0,2013.0
2864378404,US,"Gulf of Mexico, Florida, Ledge",,26.71,-82.74,,21.0,9.0,2013.0
2864378403,US,"Gulf of Mexico, Florida, Avocet",,29.97335,-87.2104,,16.0,2.0,2014.0
2864378402,US,"Gulf of Mexico, Florida, Trysler Grounds",,29.94863,-87.4325,,14.0,9.0,2012.0
2864378401,US,"Gulf of Mexico, Florida, Homestead",,30.2117,-86.34717,,1.0,9.0,2013.0
2864378400,US,"Gulf of Mexico, Florida, Crack",,27.46,-83.11,,21.0,9.0,2013.0
2864378399,US,"Gulf of Mexico, Florida, Patch Reef",,27.271,-83.087,,17.0,8.0,2013.0
2864378398,US,"Gulf of Mexico, Florida, Penhall I",,30.09205,-87.19162,,28.0,9.0,2012.0
2864378397,US,"Gulf of Mexico, Florida, Penhall I",,30.09205,-87.19162,,28.0,9.0,2012.0
2864378396,US,"Gulf of Mexico, Florida, PBR Ledge",,27.28,-83.07,,16.0,8.0,2014.0
2864378395,US,"Gulf of Mexico, Florida, PBR Ledge",,27.28,-83.07,,16.0,8.0,2014.0
2864378394,US,"Gulf of Mexico, Florida, PBR Ledge",,27.28,-83.07,,16.0,8.0,2014.0
2864378393,US,"Gulf of Mexico, Florida, PBR Ledge",,27.27,-83.09,,12.0,4.0,2014.0
2864378392,US,"Gulf of Mexico, Florida, Ledge",,26.93187,-82.8593,,22.0,9.0,2012.0
2864378391,US,"Gulf of Mexico, Florida, Ledge",,26.53018,-82.72264,,22.0,9.0,2012.0
2864378390,US,"Gulf of Mexico, Florida, Crack",,26.89,-83.09,,21.0,9.0,2013.0
2864378389,US,"Gulf of Mexico, Florida, Ledge",,26.94,-82.51,,21.0,9.0,2013.0
2864378388,US,"Gulf of Mexico, Florida, Crack",,26.89,-83.09,,21.0,9.0,2013.0
2864378387,US,"Gulf of Mexico, Florida, Crack",,26.89,-83.09,,21.0,9.0,2013.0
2864378386,US,"Gulf of Mexico, Florida, Ledge",,27.55,-83.59,,21.0,9.0,2013.0
2864378385,US,"Gulf of Mexico, Florida, Private Wreck",,30.19262,-86.77023,,21.0,9.0,2012.0
2864378384,US,"Gulf of Mexico, Florida, Unknown",,30.23297,-86.51479,,14.0,7.0,2012.0
2864378383,US,"Atlantic Ocean, Florida Keys, Key West, Higgs Beach",,24.54527,-81.7831,,3.0,6.0,2012.0
2864378382,US,"Atlantic Ocean, Florida Keys, Looe Key Reef",,24.5475,-81.40667,,13.0,3.0,2012.0
2864378381,US,"Atlantic Ocean, Florida keys, Conch Reef",,24.96462,-80.4802,,21.0,9.0,2013.0
2864378380,US,"Gulf of Mexico, Florida, Dry Tortugas, U-2513",,24.87834,-83.26633,,16.0,6.0,2014.0
2864378379,US,"Gulf of Mexico, Florida, Dry Tortugas, U-2513",,24.87838,-83.26584,,16.0,6.0,2014.0
2864378378,PR,"Caribbean Sea, Puerto Rico",,18.42104,-65.79297,,12.0,3.0,2016.0
2864378377,VI,"Caribbean Sea, U.S. Virgin Islands, St. John, Cinnamon Bay",,18.35925,-64.7602,,26.0,9.0,2011.0
2864378376,PR,"Caribbean Sea, Puerto Rico, Guanica, Guilligan's Island, Cayos de Cana Gorda",,17.94135,-66.8719,,28.0,2.0,2014.0
2864378375,US,"Atlantic Ocean, Florida Keys, Coffins Patch reef",,24.685,-80.96417,,6.0,4.0,2014.0
2864378374,US,"Gulf of Mexico, Florida Keys, Cudjoe Key, Kemp Channel",,24.66296,-81.46714,,29.0,8.0,2012.0
2864378373,US,"Atlantic Ocean, Florida Keys, Islamorada, Hen and Chicken Reef",,24.93167,-80.54833,,24.0,4.0,2014.0
2864378372,VI,"Caribbean Sea, U.S. Virgin Islands, St. John, south of Haulover",,18.34485,-64.68232,,21.0,2.0,2012.0
2864378371,US,"Atlantic Ocean, Florida Keys, Rock Key dive site",,24.45346,-81.85995,,23.0,2.0,2012.0
2864378370,VI,"Caribbean Sea, U.S. Virgin Islands, St. Croix, Coakley Bay, directly across from Coakley Bay Condos",,17.75978,-64.63585,,12.0,5.0,2012.0
2864378369,US,"Atlantic Ocean, Florida Keys, Marathon, 109 Coco Plum Dr, pier",,24.72532,-81.00829,,27.0,6.0,2016.0
2864378368,US,"Atlantic Ocean, Florida Keys, Looe Key SPA, buoy 14",,24.61456,-81.37642,,12.0,4.0,2013.0
2864378367,US,"Atlantic Ocean, Florida Keys, Looe Key SPA, buoy 24",,24.61456,-81.37642,,7.0,1.0,2013.0
2864378366,US,"Atlantic Ocean, Florida Keys, Key Largo, Spiegel Grove dive site",,25.06667,-80.31084,,2.0,9.0,2012.0
2864378365,US,"Atlantic Ocean, Florida Keys, Key Largo, Dry Rocks reef, ""Grouper Cave"" amphitheater north of Ball 7",,24.45833,-81.84067,,23.0,5.0,2012.0
2864378364,US,"Atlantic Ocean, Florida Keys, Key Largo, Benwood wreck dive site",,25.05261,-80.3327,,5.0,9.0,2012.0
2864378363,US,"Atlantic Ocean, Florida Keys, Key Largo, Dry Rocks reef, south side of 2nd (from west) finger",,24.45833,-81.84067,,23.0,5.0,2012.0
2864378362,US,"Atlantic Ocean, Florida, Jupiter Inlet, outside of rock piles at Dubois snorkeling lagoon",,26.9442,-80.075,,9.0,8.0,2013.0
2864378361,US,"Atlantic Ocean, Florida Keys, between little Conch and Davis Reef",,24.93167,-80.4867,,30.0,6.0,2015.0
2864378360,US,"Atlantic Ocean, New Jersey, Cape May, 28 miles north, Northern Pacific wreck",,38.72894,-74.433,,1.0,10.0,2012.0
2864378359,US,"Atlantic Ocean, Florida, Hogfish ledge",,26.64322,-80.0215,,11.0,8.0,2016.0
2864378358,PR,"Caribbean Sea, Puerto Rico, Culebra, Tamarindo Chico Punta",,18.31111,-65.315,,28.0,12.0,2013.0
2864378357,US,"Gulf of Mexico, Florida Keys, Marathon Key, between Red Bay Bank and marker 15",,24.75755,-81.15742,,23.0,9.0,2012.0
2864378356,US,"Atlantic Ocean, Florida Keys, Key West, Casa Marina hotel, offshore",,24.54661,-81.78985,,26.0,7.0,2013.0
2864378355,PR,"Caribbean Sea, Puerto Rico, Vieques",,18.45727,-65.46936,,28.0,7.0,2012.0
2864378354,VI,"Caribbean Sea, U.S. Virgin Islands, St. Croix, Shoy's Beach, east side 40 m offshore",,17.75973,-64.67538,,27.0,12.0,2011.0
2864378353,US,"Atlantic Ocean, Florida, Palm Beach Inlet, Blue Heron Bridge",,26.7831,-80.045,,18.0,7.0,2013.0
2864378352,US,"Atlantic Ocean, Florida Keys, Key West, Ft. Zachary State Park",,24.54537,-81.81199,,2.0,8.0,2013.0
2864378351,US,"Gulf of Mexico, Florida, Tampa, approx. 112 miles NW",,28.71,-84.49,,10.0,6.0,2014.0
2864378350,US,"Gulf of Mexico, Florida, Sanibel, approx. 101 miles SW",,25.98,-83.7,,13.0,6.0,2013.0
2864378349,US,"Atlantic Ocean, Florida, Biscayne National Park, University Dock",,25.7996,-80.153,,13.0,8.0,2013.0
2864378348,US,"Atlantic Ocean, Florida, Palm Beach Inlet, Blue Heron Bridge",,26.7831,-80.045,,18.0,7.0,2013.0
2864378347,US,"Atlantic Ocean, Florida, Sebastian Inlet, offshore",,27.84052,-80.2322,,10.0,10.0,2014.0
2864378346,US,"Atlantic Ocean, Florida, Biscayne Bay, Monty's Raw Bar's and Restaurants",,25.77109,-80.14019,,10.0,10.0,2014.0
2864378345,US,"Atlantic Ocean, Florida, Martin County, Bull Shark Barge",,27.13733,-80.1225,,28.0,7.0,2014.0
2864378344,US,"Gulf of Mexico, Texas, site HI-A-447",,28.364,-94.156,,13.0,8.0,2014.0
2864378343,US,"Gulf of Mexico, Texas, TX Clipper",,28.188,-96.859,,8.0,7.0,2014.0
2864378342,US,"Gulf of Mexico, Texas, Stetson Bank, Buoy #3",,28.16644,-94.29653,,11.0,9.0,2011.0
2864378341,US,"Gulf of Mexico, Texas, West Flower Garden Bank, WH70",,27.8735,-93.81335,,6.0,9.0,2013.0
2864378340,US,"Gulf of Mexico, Texas, West Flower Garden Bank, WH35",,27.8753,-93.81336,,5.0,9.0,2013.0
2864378339,US,"Gulf of Mexico, Texas, West Flower Garden Bank, WH 43",,27.87483,-93.81691,,4.0,9.0,2013.0
2864378338,US,"Gulf of Mexico, Texas, East Flower Garden Bank, EH58",,27.91116,-93.59769,,2.0,9.0,2013.0
2864378337,US,"Gulf of Mexico, Texas, East Flower Garden Bank #6",,27.91075,-93.59917,,27.0,8.0,2013.0
2864378336,US,"Gulf of Mexico, Texas, West Flower Garden Bank #5, in LTM study site",,27.87532,-93.81482,,22.0,8.0,2013.0
2864378335,US,"Gulf of Mexico, Texas, West Flower Garden Bank #5, in LTM study site",,27.87532,-93.81482,,21.0,8.0,2013.0
2864378334,US,"Gulf of Mexico, Texas, East Flower Garden Bank, NE LTM quad",,27.9086,-93.59718,,13.0,8.0,2013.0
2864378333,US,"Gulf of Mexico, Texas, Stetson Bank, #2, near station 50",,28.15985,-94.29175,,12.0,7.0,2013.0
2864378332,US,"Gulf of Mexico, Texas, Stetson Bank, #3, near station 72, on the wall",,28.15987,-94.29125,,10.0,7.0,2013.0
2864378331,US,"Gulf of Mexico, Texas, Stetson Bank, #4",,28.1588,-94.29213,,2.0,7.0,2013.0
2864378330,US,"Gulf of Mexico, Texas, West Flower Garden Bank #2",,27.87617,-93.81405,,1.0,7.0,2013.0
2864378329,US,"Gulf of Mexico, Texas, East Flower Garden Bank, #2 deep stations",,27.90532,-93.5915,,1.0,7.0,2013.0
2864378328,US,"Gulf of Mexico, Texas, Parker Bank, PSBF7",,27.92185,-92.39765,,12.0,6.0,2013.0
2864378327,US,"Gulf of Mexico, Texas, Sidner Bank, PSBF7",,27.91515,-92.38075,,11.0,6.0,2013.0
2864378326,US,"Gulf of Mexico, Texas, Sidner Bank, PSBF7",,27.94594,-92.39515,,11.0,6.0,2013.0
2864378325,US,"Gulf of Mexico, Texas, Elvers Bank, PSBF6",,27.83442,-92.89079,,3.0,6.0,2013.0
2864378324,US,"Gulf of Mexico, Texas, Stetson Bank #2",,28.15985,-94.29175,,26.0,5.0,2013.0
2864378323,US,"Gulf of Mexico, Texas, East Flower Garden Bank #1",,27.90598,-93.59161,,24.0,5.0,2013.0
2864378322,US,"Gulf of Mexico, Louisiana, Sonnier Bank, PSBF5",,28.34684,-92.45839,,2.0,5.0,2013.0
2864378321,US,"Gulf of Mexico, Texas, Bouma Bank, PSBF5",,28.05819,-92.4344,,30.0,4.0,2013.0
2864378320,US,"Gulf of Mexico, Texas, East Flower Garden Bank",,27.91704,-93.59569,,13.0,10.0,2012.0
2864378319,US,"Gulf of Mexico, Texas, Port Aransas, MU-A-16",,27.43199,-96.52372,,5.0,9.0,2012.0
2864378318,US,"Gulf of Mexico, Texas, West Flower Garden Bank",,27.87214,-93.823,,28.0,10.0,2012.0
2864378317,US,"Gulf of Mexico, Texas, East Flower Garden Bank, #7",,27.90889,-93.59861,,22.0,8.0,2012.0
2864378316,US,"Gulf of Mexico, Texas, West Flower Garden Bank",,27.87691,-93.815,,15.0,10.0,2012.0
2864378315,US,"Gulf of Mexico, Texas, Stetson Buoy #3",,28.15987,-94.29125,,7.0,3.0,2013.0
2864378314,US,"Gulf of Mexico, Texas, West Flower Garden Bank #2",,27.87528,-93.81416,,3.0,10.0,2012.0
2864378313,US,"Gulf of Mexico, Texas, West Flower Garden Bank",,27.85801,-93.82893,,1.0,8.0,2012.0
2864378312,US,"Gulf of Mexico, Texas, Stet Buoy #3",,28.16639,-94.29639,,9.0,11.0,2012.0
2864378311,US,"Gulf of Mexico, Texas, Stetson #3 (100 ft. E of U bolt)",,28.16639,-94.29639,,28.0,9.0,2012.0
2864378310,US,"Gulf of Mexico, Texas, Stetson Buoy #2",,28.15985,-94.29175,,31.0,3.0,2013.0
2864378309,US,"Gulf of Mexico, Texas, West Flower Garden Bank",,27.87695,-93.81578,,16.0,10.0,2012.0
2864378306,VI,"Caribbean Sea, U.S. Virgin Islands, St. Croix, Aquarium dive site west",,17.70411,-64.89036,,1.0,8.0,2010.0
2864378305,VI,"Caribbean Sea, U.S. Virgin Islands, St. Croix, straight out in front of the N2Blue dive shop",,17.7188,-64.88823,,11.0,6.0,2010.0
2864378304,VI,"Caribbean Sea, U.S. Virgin Islands, St. Croix, Pavillios mooring buoy",,17.77805,-64.81111,,22.0,4.0,2010.0
2864378303,VI,"Caribbean Sea, U.S. Virgin Islands, St. Croix, Sandy Point, 2 miles offshore",,17.653817,-64.8927,,14.0,3.0,2010.0
2864378302,US,"Atlantic Ocean, Florida, West Palm Beach, Dive-a-rama",,26.7167,-80.0187,,14.0,2.0,2004.0
2864378301,US,"Atlantic Ocean, Florida, Palm Beach, Breaker's Reef",,26.7064,-80.0163,,28.0,9.0,2003.0
2864377606,US,"Gulf of Mexico, Texas",,28.01332,-94.35408,,18.0,7.0,2017.0
2864377605,US,"Gulf of Mexico, Florida, site 171302-042",,27.135,-83.663,,12.0,6.0,2013.0
2864377604,US,"Gulf of Mexico, Florida, site 171302-003",,30.137,-86.863,,8.0,6.0,2013.0
2864377603,US,"Gulf of Mexico, Florida, site 171302-041",,27.308,-83.565,,12.0,6.0,2013.0
2864377602,US,"Gulf of Mexico, Florida, site 171302-079",,26.098,-83.125,,15.0,6.0,2013.0
2864377601,US,"Gulf of Mexico, Florida, site 171302-061",,24.598,-83.382,,14.0,6.0,2013.0
2864377600,US,"Gulf of Mexico, Florida, site 171302-077",,25.5257,-83.1835,,15.0,6.0,2013.0
2864377599,US,"Gulf of Mexico, Florida, Pyramid",,30.11,-87.25,,17.0,12.0,2013.0
2864377598,US,"Gulf of Mexico, Florida, site 171302-084",,26.895,-83.259,,16.0,6.0,2013.0
2864377597,US,"Gulf of Mexico, Florida, site 171302-083",,26.791,-83.359,,16.0,6.0,2013.0
2864377596,US,"Gulf of Mexico, Florida, site 171302-061",,24.598,-83.382,,14.0,6.0,2013.0
2864377595,US,"Gulf of Mexico, Florida, Avocet",,29.97335,-87.2104,,3.0,12.0,2013.0
2864377594,US,"Gulf of Mexico, Florida, site 171302-041",,27.308,-83.565,,12.0,6.0,2013.0
2864377593,US,"Gulf of Mexico, Mississippi, VK-384",,29.63,-88.33,,13.0,10.0,2013.0
2864377592,US,"Gulf of Mexico, Florida, site 171302-084",,26.895,-83.259,,16.0,6.0,2013.0
2864377591,US,"Gulf of Mexico, Florida, site 171302-079",,26.098,-83.125,,15.0,6.0,2013.0
2864377590,US,"Gulf of Mexico, Mississippi, Rig",,29.4103,-88.587,,10.0,8.0,2013.0
2864377589,US,"Gulf of Mexico, Florida, site 171302-077",,25.5257,-83.1835,,15.0,6.0,2013.0
2864377588,US,"Gulf of Mexico, Mississippi, VK-385",,29.5923,-88.0466,,13.0,9.0,2014.0
2864377587,US,"Gulf of Mexico, Florida, Avocet",,29.97335,-87.2104,,3.0,12.0,2013.0
2864377586,US,"Gulf of Mexico, Florida, Avocet",,29.97335,-87.2104,,14.0,12.0,2014.0
2864377585,US,"Gulf of Mexico, Florida, Natural Bottom",,29.97,-87.43,,8.0,11.0,2014.0
2864377584,US,"Gulf of Mexico, Mississippi, VK-384",,29.6138,-88.10075,,7.0,9.0,2014.0
2864377583,US,"Gulf of Mexico, Mississippi, VK-384",,29.63,-88.33,,13.0,10.0,2013.0
2864377582,US,"Gulf of Mexico, Florida, Avocet",,29.97335,-87.2104,,3.0,12.0,2013.0
2864377581,US,"Gulf of Mexico, Mississippi, Cobia Rig",,29.9856,-88.5117,,19.0,7.0,2013.0
2864377580,US,"Gulf of Mexico, Mississippi, VK-385",,29.5923,-88.0466,,13.0,9.0,2014.0
2864377579,US,"Gulf of Mexico, Florida, Mara Reef Pyramids",,30.091,-87.198,,11.0,11.0,2014.0
2864377578,US,"Gulf of Mexico, Mississippi, VK-384",,29.6138,-88.10075,,7.0,9.0,2014.0
2864377577,US,"Gulf of Mexico, Mississippi, VK-385",,29.5923,-88.0466,,26.0,4.0,2014.0
2864377576,US,"Gulf of Mexico, Florida, Avocet",,29.97335,-87.2104,,3.0,12.0,2013.0
2864377575,US,"Gulf of Mexico, Louisiana, site MP-289C",,29.2488,-88.4419,,13.0,7.0,2013.0
2864377574,US,"Gulf of Mexico, Florida, Timber Holes",,30.18472,-86.85963,,20.0,10.0,2012.0
2864377573,US,"Gulf of Mexico, Florida, Natural Bottom",,29.97,-87.43,,8.0,11.0,2014.0
2864377572,US,"Gulf of Mexico, Mississippi, VK-385",,29.5923,-88.0466,,26.0,4.0,2014.0
2864377571,US,"Gulf of Mexico, Florida, A-Frame Barge",,30.03,-87.383,,8.0,11.0,2014.0
2864377570,US,"Gulf of Mexico, Mississippi, VK-385",,29.5923,-88.0466,,26.0,4.0,2014.0
2864377569,US,"Gulf of Mexico, Florida, Secret Ledge",,30.192,-86.438,,13.0,10.0,2013.0
2864377568,US,"Gulf of Mexico, Alabama, Trysler Grounds",,29.69372,-87.39457,,21.0,11.0,2012.0
2864377567,US,"Gulf of Mexico, Florida, Secret Ledge",,30.192,-86.438,,13.0,10.0,2013.0
2864377566,US,"Gulf of Mexico, Florida, Timber Holes",,30.18472,-86.85963,,20.0,10.0,2012.0
2864377565,US,"Gulf of Mexico, Mississippi, VK-294",,29.4206,-88.1095,,14.0,6.0,2014.0
2864377564,US,"Gulf of Mexico, Louisiana, Sonnier Bank",,28.3,-92.45,,7.0,6.0,2014.0
